codigo,descricao
2902801,"DESINFETANTE TOPICO (AGUA OXIGENADA, ALCOOL IODADO, ETC.)"
2902802,AGUA OXIGENADA
2902803,ALCOOL IODADO
2902804,ALCOOL (PARA DESINFECCAO)
2902805,AGUA DESTILADA
2902806,AGUA BORICADA
2902807,TINTURA DE ROMA
2902901,"MATERIAL PARA CURATIVO (ALGODAO, ESPARADRAPO, ETC.)"
2902902,ALGODAO
2902903,ESPARADRAPO
2902904,GAZE
2902905,ATADURA
2902906,FITA ADESIVA PARA CURATIVO
2902907,LUVA CIRURGICA
2903001,"MATERIAL PARA AUTODIAGNOSTICO (TERMOMETRO, TESTE DE GRAVIDEZ, ETC.)"
2903002,TERMOMETRO
2903003,TESTE DE GRAVIDEZ
2903004,UTENSILIO PARA COLETAR FEZES E URINA
2903005,RECIPIENTE PARA COLETAR FEZES E URINA
2903006,FITA PARA MEDICAO DE GLICOSE
2903007,APARELHO DE MEDIDOR DE GLICOSE
2903008,APARELHO PARA MEDIR PRESSAO
2903101,"MATERIAL PARA APOIO TERAPEUTICO (SONDA, BOMBA PARA INALACAO, ETC.)"
2903102,SONDA (QUALQUER TIPO)
2903103,BOLSA DE AGUA QUENTE
2903104,BOLSA TERMICA PARA COMPRESSA
2903105,BOMBA PARA INALACAO
2903106,BOMBA PARA HIGIENE NASAL
2903107,EQUIPAMENTO DE MASSAGEM
2903108,PROTETOR DE SEIO
2903201,"MATERIAL DE INJECAO (AGULHA, SERINGA, ETC.)"
2903202,AGULHA DE INJECAO
2903203,SERINGA DE INJECAO
2903204,GARROTE DE BORRACHA
2903301,APLICACAO DE INJECAO
2903401,SHAMPOO E SABONETE MEDICINAL
2903402,SHAMPOO MEDICINAL
2903403,SABONETE MEDICINAL
2903404,REMEDIO PARA CABELOS (SHAMPOO E OUTROS)
2903405,"REMEDIO PARA QUEDA DE CABELOS (SHAMPOO, CREME E OUTROS)"
2903406,SHAMPOO ANTI-CASPA
2903501,CREME DENTAL MEDICINAL
2903601,PRESERVATIVO E LUBRIFICANTE INTIMO
2903602,PRESERVATIVO MASCULINO
2903603,LUBRIFICANTE INTIMO
2903604,PRESERVATIVO FEMININO
2903605,CAMISINHA (PRESERVATIVO MASCULINO)
2903606,DIU
2903701,"PRODUTOS PARA BEBE (CHUPETA, MAMADEIRA, ETC.)"
2903702,MAMADEIRA
2903703,BICO
2903704,CHUCA
2903705,MORDEDOR DE BEBE
2903706,BORRACHA DE MORDER
2903707,BORRACHA DE DENTICAO DE BEBE
2903708,MORDEDOR DE DENTICAO DE BEBE
2903801,MATERIAL PARA HIGIENE DE LENTE DE CONTATO
2903802,SOLUCAO PARA LENTE DE CONTATO
2903803,SORO FISIOLOGICO PARA LENTE DE CONTATO
2903804,LUBRIFICANTE PARA LENTE DE CONTATO
2903805,LIQUIDO PARA LENTE DE CONTATO
2903901,PRODUTOS PARA MASSAGEM E ESTETICA
2903902,"IODO, SALICILATO (PARA MASSAGEM)"
2903903,OLEO PARA MASSAGEM
2903904,GEL REDUTOR DE GORDURA
2903905,REDUTOR DE GORDURA (GEL)
2903906,GEL REDUTOR DE CELULITE
2903907,REDUTOR DE CELULITE (GEL)
2903908,GEL MASSAGEADOR
2904001,MANTEIGA DE CACAU
2904101,BALA DE GENGIBRE
2904201,FIXADOR DE DENTADURA
2904301,PARA ASMA E BRONQUITE
2904302,PARA ASMA
2904303,PARA BRONQUITE
2904304,PARA NEBULIZACAO
2904305,BRONCODILATADORES
2904306,PARA PROBLEMAS RESPIRATORIOS
2904307,PARA PNEUMONIA
2904401,PARA ANEMIA
2904402,ANTIANEMICO
2904501,PARA OS OSSOS E ARTICULACOES
2904502,PARA OSTEOPOROSE
2904503,ANTIOSTEOPOROSE
2904504,CALCIO PARA OSTEOPOROSE
2904505,CALCIO (CALCIFICANTE OSSEO)
2904506,PARA OS OSSOS
2904507,PARA AS ARTICULACOES
2904508,ANTIOSTEOPENIA
2904601,MODERADOR DE APETITE
2904602,CONTROLADOR DE APETITE
2904603,EMAGRECEDOR
2904604,PARA EMAGRECER
2904701,"PARA O FIGADO, PANCREAS E VIAS BILIARES"
2904702,PARA O FIGADO (HEPATICO)
2904703,HEPATICO (PARA O FIGADO)
2904704,PARA HEPATITE
2904705,PANCREATICO
2904706,PARA O PANCREAS
2904707,PARA VESICULA
2904801,PARA OS RINS
2904802,RENAL (PARA OS RINS)
2904803,DIURETICO
2904901,PARA GASES E COLICA
2904902,ANTIESPASMODICO
2904903,ANTICOLICA
2904904,OLEO DOCE (PARA GASES)
2905001,FORTIFICANTE E ESTIMULANTE DO APETITE
2905002,FORTIFICANTE
2905003,OLEO FORTIFICANTE
2905004,ESTIMULANTE DO APETITE
2905005,COMPLEMENTO ALIMENTAR
2905006,AMINOACIDO
2905101,ESTIMULANTE SEXUAL
2905201,PARA VARIZES
2905202,REMEDIO PARA VARIZES
2905301,PARA HEMORROIDAS
2905401,PARA AIDS
2905402,TRATAMENTO DE AIDS
2905501,COMBATE AO ALCOOLISMO E TABAGISMO
2905502,ADESIVOS ANTITABAGISMO
2905503,ANTITABAGISMO
2905504,PARA TRATAMENTO DO ALCOOLISMO
2905601,PARA DOENCAS INFECCIOSAS E ENDEMICAS
2905602,PARA DOENCA DE CHAGAS
2905603,PARA MALARIA
2905604,PARA O PULMAO
2905605,PARA TUBERCULOSE
2905606,ANTI-HANSENIASE
2905701,PARA PROBLEMAS DE COAGULACAO
2905702,ANTICOAGULANTE
2905703,COAGULANTE
2905704,ANTI-HEMORRAGICO
2905801,SOLUCOES HIDRATANTES
2905802,"REPOSITOR ELETROLITICO (CLORETO DE POTASSIO, SODIO, ETC.)"
2905803,SORO FISIOLOGICO HIDRATANTE
2905901,PARA PROBLEMAS MUSCULARES
2905902,ANESTESICO
2905903,PARA COLUNA
2905904,PARA DORES MUSCULARES
2905905,RELAXANTE MUSCULAR
2905906,PARA CONTUSAO (ANALGESICO)
2905907,CANFORA
2906001,"PARA SARNA, PIOLHO, ETC."
2906002,PARA SARNA
2906003,PARA PIOLHO
2906101,PARA PROSTATA E VIAS URINARIAS
2906102,PARA PROSTATA
2906103,PARA VIAS URINARIAS
2906104,PARA FIMOSE
2906201,PARA CANCER
2906202,ANTINEOPLASICO (TRATAMENTO DE CANCER)
2906203,SEDATIVO (MORFINA)
2906204,QUIMIOTERAPICO
2906205,PARA QUIMIOTERAPIA
2906301,VACINAS
2906302,VACINA ANTITETANICA
2906303,VACINA DE HEPATITE B
2906304,VACINA PARA OSTEOPOROSE
2906305,VACINA ANTIPOLIO
2906306,VACINA TRIPLICE
2906307,VACINA ANTIOFIDICO
2906308,VACINA PARA GRIPE
2906401,MEDICAMENTO PARA GENGIVA DE BEBE
2906501,SUPOSITORIO
2906601,ADESIVOS
2906701,DEPURATIVO SANGUINEO
2906702,DEPURADOR SANGUINEO
2906703,DEPURADOR DE SANGUE
2906704,DEPURATIVO DE SANGUE
2906801,AMONIA
2906901,REMEDIO ORTOMOLECULAR
2907001,PARA INFLAMACAO
2907002,ANTI-INFLAMATORIO
2907101,POMADA NAO ESPECIFICADA
2907201,PARA ARTROSE
2907301,PARA ARTRITE
2907401,OMEGA TRES
2907501,COLAGENO
2907601,PARA IMUNIDADE
2907701,MEDICAMENTOS IMUNOSSUPRESSORES
2907801,PARA ACIDO URICO
2907901,PARA PROBLEMAS NO INTESTINO
2908001,MEDICAMENTO NAO ESPECIFICADO
2908101,SUPLEMENTO ALIMENTAR
2908201,PARA AUTISMO
2908301,BOLSA DE COLOSTOMIA
2908401,PARA ESCLEROSE MULTIPLA
2908501,PARA TRATAMENTO PARA FERTILIDADE
2908601,PARA INTOLERANCIA A LACTOSE
2908801,PARA DOENCAS SEXUAIS
2908802,DST
2908901,PARA ESTIMULAR O ALEITAMENTO
2999901,AGREGADO
3000101,PERFUME
3000102,LAVANDA
3000103,COLONIA
3000104,AGUA DE COLONIA
3000201,DESODORANTE
3000202,DESODORANTE ANTITRANSPIRANTE
3000203,DESODORANTE ANTISSEPTICO
3000204,CREME ANTI-TRANSPIRANTE
3000301,SABONETE
3000302,SABONETE LIQUIDO
3000303,SABONETE EM GEL
3000304,SABONETE INTIMO
3000401,COTONETE
3000501,TALCO
3000601,PRODUTOS PARA HIDRATACAO OU LIMPEZA DE PELE
3000602,CREME HIDRATANTE PARA PELE
3000603,HIDRATANTE (CREME)
3000604,CREME PARA MAOS
3000605,CREME PARA OS PES
3000606,CREME PARA O ROSTO
3000607,CREME PARA AXILAS
3000608,CREME ANTI-RUGAS
3000609,LOCAO HIDRATANTE PARA PELE
3000610,OLEO HIDRATANTE PARA PELE
3000611,OLEO DE AMENDOA
3000612,OLEO DE MASSAGEM
3000613,LEITE DE ROSAS
3000614,LEITE DE COLONIA
3000615,MASCARA DE BELEZA
3000616,PROTETOR LABIAL
3000617,SABONETE DE LIMPEZA DE PELE
3000618,SABONETE LIQUIDO DE LIMPEZA DE PELE
3000619,ESFOLIANTE PARA O CORPO E PARA O ROSTO
3000620,LEITE HIDRATANTE
3000701,PROTETOR SOLAR OU BRONZEADOR
3000702,PROTETOR SOLAR
3000703,BRONZEADOR
3000704,BLOQUEADOR SOLAR
3000705,FILTRO SOLAR
3000801,"PRODUTOS PARA BARBA (LAMINA, CREME, PINCEL, ETC.)"
3000802,LAMINA DE BARBEAR
3000803,CREME DE BARBEAR
3000804,PINCEL PARA BARBA
3000805,GEL PARA BARBA
3000806,ESPUMA DE BARBEAR
3000807,GILETE PARA BARBA
3000808,PRESTOBARBA
3000809,APARELHO DE BARBEAR DESCARTAVEL
3000810,APARELHO DE BARBA DESCARTAVEL
3000811,ESTOJO DE BARBEAR
3000812,BARBEADOR DESCARTAVEL
3000813,CARGA DE LAMINA DE BARBEAR
3000814,APARELHO DE BARBEAR NAO ELETRICO DESCARTAVEL
3000815,REFIL PARA APARELHO DE BARBEAR DESCARTAVEL
3000816,APARELHO DE BARBEAR NAO-DESCARTAVEL
3000817,CARTUCHO DE APARELHO DE BARBEAR
3000818,BARBEADOR DE LAMINA
3000819,LOCAO APOS BARBA
3000901,PENTE OU ESCOVA PARA CABELO
3000902,PENTE
3000903,ESCOVA PARA CABELO
3001001,"GRAMPO, PRENDEDOR DE CABELO, ETC."
3001002,GRAMPO
3001003,PRENDEDOR PARA CABELO
3001004,PREGADOR PARA CABELO
3001005,BOB PARA CABELO
3001006,TOUCA PARA CABELO
3001007,TIARA
3001101,"SHAMPOO, CONDICIONADOR, CREME, GEL, TINTA, ETC. PARA CABELO"
3001102,SHAMPOO
3001103,SHAMPU
3001104,XAMPU
3001105,CONDICIONADOR PARA CABELO
3001106,CREME PARA CABELO
3001107,GEL FIXADOR PARA CABELO
3001108,TINTA PARA CABELO
3001109,SHAMPOO E CONDICIONADOR
3001110,LOCAO PARA CABELO
3001111,RESTAURADOR CAPILAR
3001112,CREME ENXAGUANTE DE CABELO
3001113,NEUTROX
3001114,LOCAO TONICA PARA CABELO
3001115,CREME DEFINIDOR DE CACHOS
3001116,CREME HIDRATANTE PARA CABELO
3001117,HIDRATANTE PARA CABELO
3001118,RECONDICIONADOR PARA CABELO
3001119,REPARADOR DE PONTAS
3001120,OLEO CAPILAR
3001121,ALISANTE DE CABELO
3001122,CHAPINHA DE ALISAR CABELOS
3001123,FIXADOR DE CABELO
3001124,AGUA OXIGENADA PARA CABELO
3001125,DESCOLORANTE PARA CABELO
3001201,ESCOVA DE DENTE
3001202,ESCOVA DENTAL
3001301,PASTA DE DENTE
3001302,CREME DENTAL
3001303,PASTA DENTAL
3001304,GEL DENTAL
3001401,"ESMALTE, BASE, ACETONA, ETC."
3001402,ESMALTE
3001403,BASE
3001404,ACETONA
3001405,ESCOVA DE UNHA
3001406,SERRINHA DE UNHA
3001407,PAU DE LARANJEIRA
3001408,REMOVEDOR DE CUTICULA
3001409,LIXA
3001410,LIXA DE PE
3001411,RALADOR DE PE
3001501,"ALICATE, CORTADOR DE UNHA, ETC."
3001502,ALICATE DE UNHA
3001503,CORTADOR DE UNHA
3001504,TESOURINHA DE UNHA
3001505,PINCA
3001601,"ARTIGOS DE MAQUIAGEM (BATOM, LAPIS PARA OLHOS, ETC.)"
3001602,BATOM
3001603,LAPIS PARA OLHOS
3001604,PO COMPACTO
3001605,PO DE ARROZ
3001606,DELINEADOR
3001607,APONTADOR DE LAPIS PARA OS OLHOS
3001608,UNHA POSTICA
3001609,REMOVEDOR DE MAQUIAGEM
3001701,FRALDA DESCARTAVEL INFANTIL
3001801,ABSORVENTE FEMININO
3001802,ABSORVENTE HIGIENICO
3001803,COLETOR MENSTRUAL
3001901,LENCO DE PAPEL
3001902,LENCO DE BEBE UMEDECIDO
3001903,LENCO UMEDECIDO DE BEBE
3001904,LENCO DESCARTAVEL
3002001,FIO DENTAL
3002002,FITA DENTAL
3002101,"PRODUTO DE BANHO (ESPONJA, SAIS, ETC.)"
3002102,ESPONJA DE BANHO
3002103,SAIS DE BANHO
3002104,BUCHA DE BANHO
3002105,ESCOVA DE BANHO
3002106,PEDRA POME
3002107,BUCHA VEGETAL
3002201,ANTI-SEPTICO BUCAL
3002202,DESODORANTE BUCAL
3002301,PARAFINA
3002401,DESODORANTE ESPECIAL PARA OS PES
3002501,CERA DEPILATORIA
3002502,CREME DEPILATORIO
3002503,PAPEL PARA DEPILACAO
3002601,ESPELHO DE BOLSO
3002701,PORTA-MAQUIAGEM
3002801,PORTA-BARBEADOR
3002901,PURPURINA
3003001,PERUCA
3003101,ESTOJO DE MANICURO
3003201,"ESTOJO (TALCO, SABONETE, PERFUME, ETC.)"
3003301,"ESTOJO (ESPELHO, ESCOVA, PENTE)"
3003401,FRALDA GERIATRICA
3003402,ABSORVENTE GERIATRICO
3003501,TROCA-FRALDAS INFANTIL
3003601,KIT DE COSMETICOS
3003602,KIT DENTAL
3099901,AGREGADO
3100101,CORTE DE CABELO
3100102,CORTE DE CABELO FEMININO
3100103,CORTE DE CABELO MASCULINO
3100201,"LAVAGEM DE CABELO, TINGIMENTO, ALISAMENTO, ETC."
3100202,LAVAGEM (CABELEIREIRO)
3100203,TINGIMENTO (CABELEIREIRO)
3100204,ALISAMENTO (CABELEIREIRO)
3100205,ESCOVA (CABELEIREIRO)
3100206,PENTEADO (CABELEIREIRO)
3100207,MASSAGEM (CABELEIREIRO)
3100208,HIDRATACAO (CABELEIREIRO)
3100209,LUZES (CABELEIREIRO)
3100210,INTERLACE (CABELEIREIRO)
3100211,PERMANENTE (CABELEIREIRO)
3100212,RELAXAMENTO (CABELEIREIRO)
3100213,BANHO DE BRILHO (CABELEIREIRO)
3100301,SOBRANCELHA
3100401,BARBA
3100501,MANICURE E PEDICURE
3100502,MANICURE
3100503,PEDICURE
3100601,DEPILACAO
3100701,LIMPEZA DE PELE
3100801,MASSAGEM
3100901,TATUAGEM OU COLOCACAO DE PIERCING
3100902,FURO DE ORELHA
3101001,COSTUREIRA
3101101,ALFAIATE
3101201,BORDADEIRA
3101301,TINTURARIA E LAVANDERIA
3101302,TINTURARIA
3101303,LAVANDERIA
3101401,SAPATEIRO
3101402,CONSERTO DE SAPATO
3101403,CONSERTO DE BOLSA
3101501,ENGRAXATE
3101601,CHAVEIRO (SERVICO)
3101602,COPIA DE CHAVE
3101701,FOTOGRAFO (EXCETO DE CERIMONIAS FAMILIARES)
3101702,FOTOGRAFIA 3X4
3101703,FOTOGRAFIA 5X7
3101801,CONSERTO DE RELOGIO
3101901,CONSERTO DE TELEFONE CELULAR
3101902,CONSERTO DE CARREGADOR DE CELULAR
3102001,DIGITACAO
3102101,IMPRESSAO
3102201,TRANSPORTE DE MERCADORIAS
3102301,MAQUIAGEM
3102401,BRONZEAMENTO ARTIFICIAL
3102501,"SERVICOS DE SALAO DE BELEZA (CORTE, BARBA, MANICURE, ETC.)"
3102601,SAUNA
3102701,"AMOLAGEM DE FACA, TESOURA, ALICATE, ETC."
3102801,CONSERTO DE JOIAS
3102901,ESTETICISTA
3103001,PERSONAL TRAINER
3103101,CERZIDEIRA
3103201,CROCHETEIRA
3103301,TRICOTEIRA
3103401,TAPECEIRO
3103501,CONSERTO DE OCULOS
3103601,"CONSERTO DE MAQUINA FOTOGRAFICA, FLASH"
3103701,"CONSERTO DE EQUIPAMENTOS DE CACA (ARMA DE FOGO, ETC.)"
3103801,"CONSERTO DE EQUIPAMENTOS DE PESCA (TARRAFA, MOLINETE, ETC.)"
3103901,PINTURA EM CAMISA
3103902,IMPRESSAO EM CAMISA
3104001,EMOLDURADOR DE QUADRO
3104101,DIGITACAO E IMPRESSAO
3104201,CONSERTO DE CALCULADORA
3104301,CONSERTO DE GUARDA CHUVA
3104401,CONSERTO DE VIOLAO
3104501,SPA
3104601,CONSERTO DE PANELA NAO ELETRICA
3199901,AGREGADO
3200101,CANETA
3200102,CARGA DE CANETA
3200201,LAPIS COMUM
3200202,LAPISEIRA
3200203,GRAFITE (ARTIGO DE PAPELARIA)
3200204,LAPIS ESPECIAL PARA DESENHO
3200301,LAPIS DE COR
3200302,GIZ DE CERA
3200401,BORRACHA
3200501,REGUA
3200601,TESOURA (ARTIGO DE PAPELARIA)
3200701,COLA (ARTIGO DE PAPELARIA)
3200801,ESTOJO (ARTIGO DE PAPELARIA)
3200901,TINTA (ARTIGO DE PAPELARIA)
3201001,PINCEL (ARTIGO DE PAPELARIA)
3201101,CADERNO
3201201,PAPEL (ARTIGO DE PAPELARIA)
3201202,PAPEL CREPOM
3201203,PAPEL CELOFANE
3201204,PAPEL CARBONO
3201205,PAPEL SEDA
3201206,PAPEL CARTAO
3201207,PAPEL EMBORRACHADO
3201301,CARTOLINA
3201401,PASTA (ARTIGO DE PAPELARIA)
3201402,PASTA DE PAPELAO
3201403,PASTA SUSPENSA
3201404,PORTIFOLIO
3201501,CALENDARIO
3201601,ALBUM DE FOTOGRAFIAS (ARTIGO DE PAPELARIA)
3201701,LIVRO NAO DIDATICO IMPRESSO
3201702,BIBLIA IMPRESSA
3201703,LIVRO DE CATECISMO IMPRESSO
3201704,FASCICULO IMPRESSO
3201705,ROMANCE IMPRESSO
3201801,LIVRO NAO DIDATICO DIGITAL
3201901,FOTOCOPIA
3201902,COPIA XEROX
3202001,PLASTIFICACAO
3202101,ENCADERNACAO
3202201,CADERNETA ESCOLAR
3202301,APONTADOR
3202401,ENVELOPE
3202402,ENVELOPE PAPEL PARDO
3202501,FICHARIO
3202502,FOLHA PARA FICHARIO
3202601,AGENDA (ARTIGO DE PAPELARIA)
3202701,COMPASSO
3202801,ESQUADRO
3202901,TRANSFERIDOR
3203001,GRAMPEADOR
3203002,GRAMPO DE GRAMPEADOR
3203101,CLIPS
3203102,TACHINHA
3203201,GIZ
3203301,MASSA DE MODELAR
3203401,CORRETIVO (ARTIGO DE PAPELARIA)
3203501,PORTA-LAPISEIRA
3203601,BLOCO DE PAPEL (ARTIGO DE PAPELARIA)
3203602,BLOCO ADESIVO (POST IT)
3203701,FITA ADESIVA
3203702,FITA DUPLA FACE
3203801,"CARTAO DE NATAL, ANIVERSARIO, ETC."
3203802,CARTAO DE NATAL
3203803,CARTAO DE ANIVERSARIO
3203804,CARTAO POSTAL
3203901,CARTAO DE VISITA
3204001,CONVITE
3204101,CURRICULUM VITAE
3204201,ADESIVO PLASTICO
3204202,ETIQUETA (ARTIGO DE PAPELARIA)
3204203,CONTACT
3204204,DECALQUES
3204301,PANFLETO
3204401,BOBINA DE FAX
3204501,PRANCHETA
3204601,TRANSPARENCIA
3204701,CONFETE OU SERPENTINA PARA CARNAVAL
3204702,CONFETE PARA CARNAVAL
3204703,SERPENTINA PARA CARNAVAL
3204704,BIGODE PARA CARNAVAL
3204705,LANTEJOULA
3204706,GLITER
3204801,ENFEITES DE PAREDE DE FESTA
3204901,BANDEIRINHAS DE FESTA
3205001,ENFEITE DE BOLO
3205002,ARRANJO DE BOLO
3205101,TELA PARA PINTURA
3205201,CAVALETE DE PINTURA DE TELA
3205301,CAIXA DE PRESENTE
3205401,PAPEL DE PRESENTE
3205501,FOLHA DE EVA
3205502,EMBORRACHADO
3205503,MOLDE DE LETRAS
3205601,MARCADOR DE TEXTO
3205701,LIVRO PARA COLORIR
3205801,APAGADOR
3205901,ARGILA
3206001,AVENTAL ESCOLAR
3206101,ISOPOR (ARTIGO PAPELARIA)
3206102,BOLA DE ISOPOR
3206103,FOLHA DE ISOPOR
3206201,PISTOLA DE COLA QUENTE
3206202,REFIL DE COLA QUENTE
3206301,CAIXA ORGANIZADORA
3206501,CARIMBO
3206601,CANETA PERMANENTE
3206602,CANETA DE RETROPROJETOR
3206603,PINCEL ATOMICO
3206604,CANETA PARA QUADRO BRANCO
3206701,CAPA DE CADERNO
3206801,HIDROCOR
3206901,FOLHA DE PAPEL
3206902,FOLHA DE PAPEL A4
3206903,FOLHA PAUTADA
3206904,FOLHA DE PAPEL OFICIO
3206905,RESMA DE PAPEL A4
3207001,CARNE DO INSS
3207002,BLOCO RECIBO DE PAGAMENTO
3207003,TALAO DE NOTA PROMISSORIA
3207101,EMBALAGEM PARA PRESENTE
3207201,DIARIO
3207401,TECIDO TNT
3207402,NAO TECIDO
3207501,ESTILETE
3207601,ESCALIMETRO
3207701,PERFURADOR DE PAPEL
3207801,QUADRO BRANCO
3207901,PAPEL FOTOGRAFICO
3208001,BANNER
3208101,SUPORTE PARA FITA ADESIVA
3208201,"SACO (PLASTICO, CELOFONE, CREPON, OUTROS)"
3208301,PISTOLA PARA ETIQUETAR
3208401,PRENDEDOR
3208501,MARCADOR DE PAGINA
3208601,CRACHA
3299901,AGREGADO
3300101,CONSERTO OU OUTROS SERVICOS DE BICICLETA (PECA+MAO-DE-OBRA)
3300201,CONSERTO OU OUTROS SERVICOS DE BICICLETA (MAO-DE-OBRA)
3300301,PECA OU ACESSORIOS DE BICICLETA
3300302,PNEU DE BICICLETA
3300303,CORRENTE DE BICICLETA
3300304,EIXO DE BICICLETA
3300305,CABO DE FREIO DE BICICLETA
3300306,BORRACHA DE FREIO DE BICICLETA
3300307,BACIA DE BICICLETA
3300308,CADEIRA DE BICICLETA
3300309,ARO DE BICICLETA
3300310,RAIO DE BICICLETA
3300311,CAMARA DE BICICLETA
3300312,BOMBA PARA ENCHER PNEU DE BICICLETA
3300401,CONSERTO DE VEICULO (PECA+MAO-DE-OBRA)
3300402,REVISAO DE VEICULO (PECA+MAO-DE-OBRA)
3300501,CONSERTO DE VEICULO (MAO-DE-OBRA)
3300502,CONSERTO DE VIDRO DE VEICULO (MAO-DE-OBRA)
3300503,REPARO DE ARRANHOES DE PINTURA DE VEICULO (MAO-DE-OBRA)
3300504,MANUTENCAO DE VEICULO (MAO-DE-OBRA)
3300601,PINTURA DE VEICULO
3300701,ALINHAMENTO DE RODAS
3300702,GEOMETRIA DE RODAS
3300801,LUBRIFICACAO (COM OU SEM LAVAGEM)
3300802,LUBRIFICACAO COM LAVAGEM
3300803,LUBRIFICACAO SEM LAVAGEM
3300901,REBOQUE
3300902,GUINCHO (REBOQUE)
3301001,PECA ELETRICA OU MECANICA DE VEICULO
3301002,PECA ELETRICA DE VEICULO
3301003,PECA MECANICA DE VEICULO
3301101,CAMARA OU PNEU DE VEICULO
3301102,CAMARA DE VEICULO
3301103,PNEU DE VEICULO
3301104,PNEU DE MOTOCICLETA
3301201,FAROL DE VEICULO
3301202,ARO DE FAROL
3301301,RETROVISOR
3301401,BATERIA DE VEICULO
3301402,BATERIA DE AUTOMOVEL
3301403,BATERIA DE MOTOCICLETA
3301501,MOTOR DE VEICULO
3301502,MOTOR DE AUTOMOVEL
3301503,MOTOR DE MOTOCICLETA
3301504,MOTOR DE LANCHA
3301601,AR CONDICIONADO DE VEICULO
3301701,"RADIO, CD, DVD, MP3, ETC. DE VEICULO"
3301702,RADIO DE VEICULO
3301703,APARELHO DE CD DE VEICULO
3301704,APARELHO DE DVD DE VEICULO
3301705,APARELHO DE MP3 DE VEICULO
3301706,TOCA-FITAS DE VEICULO
3301707,RADIO COM CD DE VEICULO
3301801,CAPACETE DE MOTOQUEIRO
3301802,VISEIRA DE CAPACETE DE MOTOQUEIRO
3301901,OLEO LUBRIFICANTE (COMPLEMENTACAO OU TROCA)
3301902,COMPLEMENTACAO DE OLEO LUBRIFICANTE
3301903,TROCA DE OLEO LUBRIFICANTE
3302001,ADITIVOS
3302002,AGUA DESTILADA DA BATERIA DE VEICULO
3302101,BALANCEAMENTO DE RODAS
3302201,CARGA DE BATERIA DE VEICULO
3302202,RECARGA DE BATERIA DE VEICULO
3302301,CONVERSAO DE MOTOR PARA GAS
3302401,INSTALACAO DE SOM DE VEICULO
3302501,TRANSPORTE DE VEICULOS
3302601,AMPLIFICADOR DE VEICULO
3302701,GPS VEICULAR
3302801,TAPETE DE VEICULO
3302901,ALARME OU TRANCA
3302902,ALARME
3302903,TRANCA
3303001,PARA-CHOQUE
3303101,FLUIDO DE FREIO
3303102,OLEO DE FREIO
3303201,ESTOFAMENTO
3303301,SHAMPOO DE VEICULO
3303401,CADEIRINHA INFANTIL PARA AUTOMOVEL
3303501,LIMPA-PARA-BRISA
3303601,POLIDOR DE VEICULO
3303701,SOLVENTE DE VEICULO
3303801,TINTA DE PINTURA DE VEICULO
3303901,INSULFILM DE VEICULO
3303902,PELICULA PARA VEICULO
3304001,MASSA DE LANTERNAGEM DE VEICULO
3304101,PASTILHA DE FREIO
3304201,AMORTECEDOR DE VEICULO
3304301,BUZINA
3304401,ACESSORIO DE VEICULO NAO ESPECIFICADO
3304402,PECA OU ACESSORIO NAO ESPECIFICADO
3304501,VIDRO DE VEICULO
3304601,BANCO DE VEICULO
3304701,ESPELHO DE VEICULO
3304801,PAINEL DE VEICULO
3304901,VOLANTE DE VEICULO
3305001,CAPA DE VOLANTE
3305101,CAPA DE BANCO PARA VEICULO
3305201,CAPA PARA COBRIR VEICULO
3305301,MONTAGEM DE VEICULO
3305401,ADAPTADOR PARA NANISMO
3305501,ACESSORIO DE LANTERNAGEM
3305601,BAULETO PARA MOTOCICLETA
3305701,ENGATE PARA REBOQUE DE VEICULO
3305801,TAMPA DE PORTA MALAS
3305901,TAMPA NAO ESPECIFICADA DE VEICULO
3306001,PROTETOR DE SOL PARA JANELA
3306101,CERA AUTOMOTIVA
3306201,GRAXA DE VEICULO
3306301,GAS PARA AR CONDICIONADO DE VEICULO
3306401,DESCARBONIZANTE SPRAY
3306501,MACACO HIDRAULICO
3306601,MASSA DE POLIMENTO
3306701,KIT GAS GNV
3399901,AGREGADO
3400101,"BLUSA, CAMISA OU CAMISETA MASCULINA"
3400102,BLUSA MASCULINA
3400103,CAMISA MASCULINA
3400104,CAMISETA MASCULINA
3400201,CALCA COMPRIDA MASCULINA
3400301,"BERMUDA, CALCAO OU SHORT MASCULINO"
3400302,BERMUDA MASCULINA
3400303,CALCAO MASCULINO
3400304,SHORT MASCULINO
3400401,CONJUNTO DE CALCA E CAMISA MASCULINA
3400501,CONJUNTO DE SHORT E CAMISA MASCULINA
3400601,"ROUPA ESPORTIVA MASCULINA (ACADEMIA, FUTEBOL, ETC.)"
3400602,CAMISA MASCULINA (UNIFORME DE ESPORTE)
3400603,CALCAO MASCULINO (UNIFORME DE ESPORTE)
3400604,MEIAO MASCULINO (UNIFORME DE ESPORTE)
3400605,ROUPA DE GINASTICA MASCULINA
3400606,UNIFORME ESPORTIVO MASCULINO
3400701,UNIFORME DE TRABALHO MASCULINO
3400702,JALECO MASCULINO
3400801,FARDAMENTO MILITAR MASCULINO
3400901,CUECA
3401001,SUNGA
3401101,MEIA MASCULINA
3401201,PIJAMA MASCULINO
3401301,"AGASALHO MASCULINO (CASACO, JAQUETA, ETC.)"
3401302,CASACO MASCULINO
3401303,JAQUETA MASCULINA
3401304,PULOVER MASCULINO
3401305,SUETER MASCULINO
3401306,CACHECOL MASCULINO
